Text,Review-basic-sentiment
"...because 99 out of 100 times, the producers lied through their teeth (or someone else's) to get you to rent or buy their *mercifully censored*.<br /><br />Shock-O-Rama Cinema proves the truth of this yet one more time with the release of ""Feeding the Masses,"" a possibly well-intentioned but utterly inept and dismal entry into the zombie genre. Folks, this is not only low-budget film-making, this is VERY low-budget film-making by a bunch of people who--I'm sorry, I know they have families who love them--will never, ever be in Variety in any significant fashion. This is one baaaaaaaaaad mooin' pitcher, folks, and not just because it's cheap.<br /><br />The acting is mediocre, but I don't blame the actors; they had no direction. They had no direction because the script was a half-baked zombie fantasy with no sense of real cinematic storytelling. Characterization is thin at best, no thanks to weak dialogue and soporific direction. Have I mentioned yet that the script and the direction are pretty lame? They are. There's no drama, no tension, no great character moments, nothing. The whole premise of government suppression of the media is squandered on sophomoric ""commercial breaks"" and an undramatic storyline that defies rational analysis and awkwardly shambles to its ridiculous finish. Syd Fields would not be pleased.<br /><br />How could the government suppress the truth of a virulent zombie epidemic when the reality of it would be apparent everywhere? Why would they give it more than a cursory try? In this day and age of cellphone cameras with wireless access, what could they possibly hope to accomplish for more than a day or so at best? Now, if they were covering something up, like their own culpability....but ""Feeding the Masses"" never explores such possibilities. Instead, it dwells on absurdity and poorly staged events to dig for laughs and/or significance, praying its audience won't notice the near total lack of production value beyond basic film-making equipment. Did anyone in this film get paid? I hope the actors did, if only for their time wasted on career blind alleys like this one; at least the techies got to rack up some legitimate work experience.<br /><br />Even zombie fans will find little to gain from ""Feeding the Masses."" The gore is remarkably tame for no-budgeters of its rank, and there are no distinctive set pieces or memorable effects. They're all eminently forgettable, in fact. KNB has nothing to fear.<br /><br />Even junk like the Aussie stillbirth ""Undead"" was miles ahead of ""Feeding the Masses."" Sorry, guys, back to the drawing boards, and take your deceptive marketing with you.",Negative
"I thought the movie started out a bit slow and disjointed for the first hour. However, it became more absorbing, fascinating, and surprising in its last two hours. So, while it starts out like a cheap horror film, it evolves into a beautiful and wonderful fantasy film.<br /><br />Bridget Fonda stands out as the Snow Queen. This was her best performance and it is sad that this apparently was her last performance, as she has not acted in the last 7 years. She absolutely personifies both the beauty and coldness of Winter.<br /><br />My daughter, age 14, found the film a bit frightening, so if you are showing it as family entertainment, please stay with your child and reassure her or him that it is just a fairy tale fantasy and not to take it too seriously.<br /><br />It is really one of the best fantasy films that I have seen in a long time, slightly better than ""Eragon"" or any of the ""Lord of the Rings."" It is about as good as ""The Golden Compass"".",Positive
"Let's see where to begin... bad acting; I'm not sure if I'd even call it that, as it more along the lines of a no-effort script read. The actors didn't even seem to be into their parts and seemed quite lifeless and listless. Sure there was a scene or two with nudity, but that couldn't save this movie from it's lifeless characters.<br /><br />To call the main character a rapper is an insult to the people who actually do. The lyrics had no rhythm or flow and seemed more along the lines of senseless rants.<br /><br />Budget? Did this movie even have a budget? It seemed like they used less money than I've seen in a home-shot YouTube video. Bad lighting, props, poor sound post production. Bad special effects, if you want to go so far as to call them that. Story could have been good if the people actually seemed interested in making it so, but there was no life to this flick; I don't care who directed it.<br /><br />I've seen some really bad flicks in the past year and this one is definitely at the very bottom. Don't waste your time or you'll be wishing you listened to this unbiased review. Check the ratings, you'll see the 1's are rapidly outpacing the fluffed 10's with hardly anything in between. Wish I would have looked a little closer before wasting my time. What a suck-fest!",Negative
"The Last American Virgin (1982) was one of the few teenage comedies that I really enjoyed. The subject matter and the acting was well above the usual tripe that Hollywood was (and still is) cranking out these days. But for awhile, the smaller studios were producing movies about teenagers that wasn't toned downed or soften for the kiddies. The men pulling the strings behind this production were from your friends from Cannon.<br /><br />Three teenage buddies are trying to lose their virginity whilst still in high school. They'll do anyone or anything to achieve their dream goal. The sensitive one of the group (Andrew Monsoon) what's to find the right girl while his two best friends will take whatever they can get. One day, the kid finds his perfect girl (Diane Franklin). But fate would play one of their foul tricks. His best friend moves on in and sweeps her off of her feet. After knocking her up, the sensitive kid helps the girl get back on her feet and pays for her abortion. He still has feelings for her and tries to win her heart. Meanwhile his best friend has a very violent falling out over getting her dream girl preggers. Still, he tries his best to get her to love him. The night comes when he pops the question to her. But his heart is shattered when he sees her dancing with his former best friend. In tears, the kid leaves the party.<br /><br />What I enjoyed about this movie was that it pulled no punches. Instead of being filled with phony situations, it was very realistic, honest and brutal. The movie's filled with it's share of funny moments and hysteria. I have to recommend this film for fans of teenage comedies.<br /><br />Highly recommended.",Positive
"This stirring western spins the tale of the famous rifle of the early west that was coveted by one and all. James Stewart is the cowboy who wins the prized Winchester in a shootout, only to lose it in a robbery. The story details Stewart's pursuit of the rifle and a certain man through the film. The rifle changes hands time after time, as though the owner is fated to lose it through violence. The picture has plenty of action and suspense as Stewart closes in on his quarry. A great cast supports Stewart here, namely Stephen McNally, Dan Duryea, Millard Mitchell, John McIntire and Jay C. Flippen. Shelley Winters seems miscast here and the purpose of her role is rather obscure. Tony Curtis and Rock Hudson, teen heartthrobs in later years, have brief but good roles.",Positive
"Being an Israeli Jew of naturally sarcastic nature as well as a lover of different and independent cinema, it always gives me pleasure to see a film that takes a view on the holocaust that's sensitive and respectful while also being original and unusual. While I haven't read the book  or, for that matter, heard of its existence prior to watching the film  and therefore cannot, like some other reviewers, comment on how they stack up in comparison, Everything Is Illuminated gave me great pleasure, and I can certainly comment on that.<br /><br />To label Everything Is Illuminated a holocaust film would be to do it great injustice, even though it is undeniably about the holocaust. So would labeling it as a comedy or a travel film, although it's about a journey and is as exceptionally funny as it is moving. Everything Is Illuminated is about Jonathan Safran Foer  played to minimalist perfection by Elijah Wood, in the most impressive dramatic performance I've seen him in yet, with a poker face that shows nothing and reveals all  a young American Jew, and an obsessive collector of family heirlooms and historical artifacts, who travels to the Ukraine on a journey to find the woman who saved his grandfather from the Nazis. It's also about Alex, his tour guide through the Ukraine, and Alex's grandfather. What's fascinating about these characters is that in the beginning of the film they look like comic relief to balance out the melancholy nature of Wood's character; but both Alex and his grandfather go through fascinating changes throughout the film, and turn out to be at least as important as Jonathan. In fact, Boris Leskin's as the grumpy, self-declared blind grandfather turns out to be the finest dramatic performance in the film.<br /><br />Aside from the surreal nature of the film and the characters, the beautiful mix of original acoustic music and Russian folk music, the sensitive cinematography and the chilling contrast between the beauty of the landscapes and the horrors of history, what made Everything Is Illuminated a powerful and moving experience for me was the fact that from Alex and his grandfather we get a very different and original viewpoint on this painful subject; several excellent films, such as The Grey Zone and Downfall, have already given us the point of view of the lower-rank Nazis who are presented as human beings who aren't necessarily fully aware of the moral implications of their actions but are caught up in the reality of the war. Everything Is Illuminated presents a point of view rarely treated before: Alex's point of view is that of a young man who was born many years after the war, who sees it as hardly more than cold historical fact, who finds himself having to face up to the horrors his own people  and maybe his own family as well  were capable of. The change in Alex's attitude  and his grandfather's  towards Jonathan, towards the Holocaust, and towards the Jewish people in general, makes the film a fascinating and original study in character development.<br /><br />Everything Is Illuminated is a terrific directorial debut for actor Liev Schreiber, and one of the most original and unique films of 2005. It's a highly recommended viewing experience, especially or anyone interested in the holocaust and World War II.",Positive
"I don't even know where to start. I did not like it. It did not behave like a story and so much was injected into the movie (the pot brownies, the son was gay (?) the murder was justified, what possible reason could there be in the script for Linda aka Penelope to exist) that was never explained. It was all fluid spilled on a table and left dripping off the counter until it all made a big mess on the floor.<br /><br />Why did Vanessa Redgrave make a five second cameo? Why did Diane Wiest use her Bullets over Broadway character without the camp-fun? Why was Jane Birkin in the storyline to begin with. The list is endless. The movie ended and we all looked at each other -- like -- did you understand any of this??<br /><br />I tell ya one thing, if I watched my long lost Dad get murdered I certainly wouldn't be hugging the murderer. Tell ya another thing, if ""Bob"" broke up with ""Bob"" what purpose did hiding the son in the closet have? Was Bob going to have sex with Bob in front of the son? How did the murderer contact the son so easily? <br /><br />If this review sounds confused, it is because this was a waste of film, talent and time. What the heck did the dead shrink have to do with anything!!<br /><br />Jezz, this is one of the worst films I have ever seen because it should have/could have been better, stronger and it should have made some kind of sense. Any sense. Instead we are given a watered down ""Diva"" (the film from the 70s complete with a murder) and tired performances reading boring words from a script that is completely insane.<br /><br />By pass it folks. Or maybe me and the rest of the people who reviewed this film are too stupid to understand it all -- I mean after all it is a french film.",Negative
"What? You were not aware that Scooby-Doo battled zombies? Well, you might also not be aware of this little film that was directed by Victor Halperin, who had also directed White Zombie four years earlier. That would probably make it the second zombie film made.<br /><br />No, don't go looking for Dorothy Stone to expose her breasts as you would expect in most zombie films, and don't even look for any brains being eaten. This is 1936, you know.<br /><br />So, what you will see is typical of the period - lots of talking.<br /><br />You do get to see Dean Jagger (Twelve O'Clock High ) and Bela Lugosi's eyes, but that is about it. Zombies in Cambodia, indeed!",Negative
"I rented this obscure aussie relic a few years ago to show at a friend`s place and it was an instant success.The classic tale of the wizard of oz with a decidedly cornball 70`s australian twist.The acting isn`t exactly shakespeare society stuff here,but later ,""Mad max""star Bruce Spence is a beautifully understated surfie/scarecrow and there are some wonderfull comic turns by Gary Wadell and Robin Ramsay as a deliciously 70`s camp fairy godmother/father character.Also note the musical contribution from ex-Daddy Cool frontman Ross Wilson on the title song.In a similar vein to later-day aussie comedies such as ""Priscilla queen of the desert"".Good fun.",Positive
"Okay - I'll confess. This is the movie that made me love what Michael Keaton could do. He does a beautiful parody of someone doing a parody of James Cagney, with charm to spare.<br /><br />The supporting cast are solid workers all, and will step right up and do a fine job in this '80s comedy. A spoof of the '30s-'40s gangster movies, it breaks new ground constantly, with remarkably original material. (Well, yeah - some of it has been copied since - but when this movie was made, it was original, and much of it has _not_ been copied elsewhere.) Watch Joe Piscopo warn people to not do ______, with one of the great taglines of spoofs. Watch Roman Moronie do things with English profanity that would make your spinster grammar teacher laugh. Watch amazing sight gags, such as pet-store owner Johnny Kelly using the price-tag gun on his puppies and dusting his kittens. Watch the greatest ""warning against sex"" educational film ever made. Watch the most amazing misrepresentation of church Latin done, while a guy who never took shop class assembles a Thompson machine gun from parts. Watch lines you'll be using in casual conversation for the next decade. Watch Maureen Stapleton do the perfect antithesis to the hard-working mom, with surprise gags that you'll never see coming.<br /><br />If you see a gag that doesn't hit your funny bone, be patient - another will come along in 30 seconds or less, and the odds are, you'll need to pause until you're done rolling on the floor several times. Duckies and Bunnies? Them, too. Watch for the subtle stuff - some of the sight gags can go by unnoticed the first few viewings.<br /><br />There are a few minor flaws - but it's probably the best of the spoofs. Some come close, but none of them are quite this good.",Positive
"I'm probably one of the biggest Nancy Drew fans out there. I've read every book three times over and I've played a lot of the Nancy drew games. I Loved this movie. It kept you entertained the whole time you watched it. I went with about 10 of my friends and everyone LOVED it. There were three woman sitting behind us who appeared to be in their late 30's to early 40's and I asked them how they liked it, they said they loved it! So you see it will be an entertainment to all ages. You just have to give it a chance. And it teaches a lesson too, just be yourself even if everyone around you is exactly alike. So overall, this move was great. I'm going to see it a second time now! So stop bashing it please. Its a really good movie!",Positive
"The movie began well enough. It had a fellow get hit by a glowing green meteorite, getting superpowers (telekinesis, x-ray vision, invulnerability, flight, the ability to speak to dogs, superspeed, heat vision, and the ability to make plants grow large and quickly), and fighting crime. From there on it's all downhill.<br /><br />Meteor Man gets a costume from his mom, fights with the resident gangs, and has many aborted encounters with the gang leaders which serves to set you up for the disappointing, overlong, and stupefying ending.<br /><br />It wouldn't be so remarkably bad if it weren't like watching a boxing match where the two fighters pretend to hit each other while the audience stands looking onward while the fighters just continue to dance.<br /><br />Despite all of this nonsense the movie has good points. It states clearly that if you try to take on a gang alone then they'll come back to your home and hurt you. It states that gangs & communities need to see their real enemies (the big bosses that use them for their own ends to crush honest people into a ghetto existence). It also states that people do not need superheroes if they are willing to work as a community do destroy the predators that harm them. The only message it really lacks is that the voters should ensure their elected officials (Rudolph Giuliani, Marion Barry, Ronald Reagan, George W. Bush, & George H.W. Bush) aren't crooks too.<br /><br />",Negative
"I watched the Unrated version of this film and realised about 30 minutes into it that I was never getting my time back. I persevered to the end hoping that the dialogue would improve, the martial arts would look realistic eventually, the special FX would actually look special. I was so wrong. I love Horror, I am a complete gore hound. I number some of the eighties splatter flicks amongst the greats of the film world. This however was not made in the eighties, if this film had come out in the early eighties the fax could be forgiven for looking so bad. It wasn't so it hasn't got that defence. The dialogue is terrible with so many bad lines I was wincing at the writing rather than squirming at torture. I don't like Hostel, never have, I thought it was over rated, over hyped and I felt nothing for the protagonists, however it shines as a beacon to greatness next to this garbage. The back of the cover for Live Feed promised a twist you would never see coming, I'm still waiting for the twist that was promised.",Negative
"Sorry. Someone has to say it. This really is/was a dull movie. Worthy perhaps, but dull nonetheless. I nearly cried with boredom when watching it. The acting is pretty dire, the story drawn out and predictable, the score and camera-work totally standard and unexciting. It's one of those movies you are not allowed to hate (becase it is about disabled people) but hate it I suspect nearly everyone does. It is interesting that critics have been so kind to this movie. I suppose they too are not allowed to be objective. This was made to win awards - which I remember it duly did. But it was neither interesting nor entertaining. I haven't seen the play so cannot compare.",Negative
"Comparisons to the original series are inevitable. It's a shame Diana Rigg left the original show in the 1960's due to mistreatment on the part of the producers, and MacNee probably regretted this as much as any fan - there's no telling how long the show might have lasted otherwise. Linda Thorson was OK as a replacement and her episodes still retained almost all of the quality and aspects of the Rigg episodes - only the Rigg/Macnee chemistry was lacking. The New Avengers should have been left on the shelf - a declining Macnee, an annoying Purdey, and a who the hell is this guy Gambit. Also, the humor was forced and poor - granted I only watched a few of the episodes, because that was all I COULD watch, but I think I got the idea. Try as many might and do, it's nearly impossible to resurrect an old show as a new format or movie.",Negative
"After enjoying this show for years, I use to dream of being able to see them all again and share them with my grandchildren. I am so happy to pay a small amount for the memories that I have found recorded on DVD. Florida was a caring mother with a loving hard working husband, one spoiled beautiful daughter and two sons as different as day and night. Michael, the baby son is a freedom walker and JJ is a clown. I know many Afro-Americans disliked this show, but I know many can relate and should have accepted it as it was. My heart was sad when I learned that Ester Rolle had passed. Tyler Perry is now the leading writer actor of today and I support his work, but not as much since he made such cruel mocking of Rolle in one of his plays. No one should have to hear ugly things about physical appearance. The show started getting less interesting when Daddy James died. It picked up a bit when Florida remarried, but slumped when she took an absence from the show. In all, the show was great and again I am pleased to own copies of part of my past. I do try to keep up with the work of the former stars of Good Times, and I must say, they are one group who has not been wiped up and down with rumors. I think children of today will enjoy this show and I have no problem sitting and watching with children. Congrats to the writer, crew, and stars for years of renewed memories of a time that I can once again enjoy without having to skip scenes.<br /><br />OK so I watch the shows over and over. Lately I have noticed thing that has made me rethink the series, but not dislike them. I think Florida was a bit harsh when it came to money that the children made. Not that the children did not need supervision, but it was done in a way that makes Florida's mothering different. The scenes where Florida had to speak about how other people were not very good looking bothers me now. When James was alive, the show made a big thing out of James wanting his own Fix-it shop, but never lived to see his family out of the projects, but Florida marries someone who owns a fix-it shop. A bit of a slap in the face to an actor who should have ended his time on Good Times showing that he accomplished all he strove for. Lastly, As I watch the shows, I see the series going in to overtime and being renamed ""JJ"". To be truthful, after James left everything mostly centered around JJ. Not a bad thing, just a noticeable thing. I would not trade my DVD's for any amount of money, but time, maturity and experience began to guide your eyes after a while.",Positive
"I'm in awe! Wow, prepare to be blown away by the uncanny ways of the ninja. Watch them as they pounce, crawl along the ground (on their backs or stomachs) like a caterpillar, fly through the sky, climb buildings, hide and spring from trees, throw about ninja stars, role out blue welcome mats, disappear in smoke bombs, make a lot of swoosh noises with their blades and quickly sneaking or trotting about on their toes. What a sight! Really I could go on about the many traditional actions, but I'll be here all day. Oh not to forget we even get the legendary Chuck Connors popping up now and again, and watch him dispatch some ninjas with his shotgun with little ease. What class! What a badass! Anyhow the ultra-cheap 'Sakura Killers' is some stupid, but cheesy ninja action fun that only fanatics of the genre would get anything out of this shonky b-grade debacle.<br /><br />A genetic lab in America has a very important video that's stolen by a couple of ninjas. Two Americans are sent to Japan by the Colonel (Chuck Connors) to retrieve it.<br /><br />The opening of the feature sets it up nicely. Get ready for the laughs! Afterwards it slows down, but soon after the two main protagonists learns about the ninja and goes through the training it gets a head of steam as they break in costumes and fled after the stolen beta tape that contains a very important formula. This is when the violently swift action and aerobic marital arts really come in to play. It's not too shoddy either, (like the moronic script and daft performances). The final climatic showdown is very well done.<br /><br />In the slow stretches it has the two Americans (Mike Kelly and George Nicholas) looking in to the case, sharing brainless conversations and encountering some minor problems. What made me laugh was how the ninjas were put off by how brave and clever these two were. These were supposed to be professional killers? Director Dusty Nelson ('Effects (1989)') does an earnest job with what he had and plays it for what it is. He centres the on-screen activities around striking Taiwan locations. The score is a chintzy arrangement.",Negative
"i found this Robin Williams vehicle mildly amusing at best.i guess you would call it a political satire of sorts.it's about a political talk show host/comedian who decides to run for president and unexpectedly wins.i found most of the humour dry myself,and Robin Williams is much more restrained and sedate than usual.i would say the movie is more of a drama than a comedy,with a bit of mystery and suspense.i think the dramatic parts worked better than the comedy parts,and the mystery and suspense aspect(though that's a small part of the movie)worked the best.still,i wouldn't rate this movie very high.for me,it was an OK waste of 2 hours,but nothing special.my best advice would be to catch it on TV/cable or rent it cheap first,before making a decision on whether to purchase.my vote for Man of The Year is a 4/10",Negative
"What a muddled mess. I saw this with a friend a while ago and we both consider ourselves open-minded to the many wonders of cinema, but this sure isn't one of them.<br /><br />While there very well could be some good ideas/concepts and there are certainly some good performances (under the circumstances), it is all buried under random nonsense. Sir Anthony draws way too heavily from the same gene pool as Natural Born Killers, U Turn and similar films as far as the editing is concerned, or maybe he watched himself in Nixon for inspiration. Say what you want about David Lynch, but at least he more often than not has a method to the madness.<br /><br />His quote of stating that he made the film as a joke says it all. It's not worth your money, bandwidth or time.",Negative
"When I saw this movie, circa 1979, it became the first movie that I ever walked out of in the middle. There is nothing worse than comedy that just misses being funny, and this misses every time (although I can't speak for the last 25 minutes of the movie). There was nothing original about any of the skits. While I enjoy racy humor where appropriate, these skits were needlessly vulgar. What was even more irritating was that this movie was advertised as ""Robin William's first movie"", capitalizing on his new found fame in the ""Mork and Mindy"" television series. Yet his role turned out to be so minor that you cannot even notice him on-screen.",Negative
"I've been intrigued by this film for a while, in part because of the extremely high score here on IMDb -- a 9.0 average with over 300 votes gives it the highest rating of any accessible silent film! How had I not heard of this film before this website? Well, you can't always trust the ratings. This is actually a very good film, preserved quite well if the fine VHS transfer I rented is any indication -- excellent acting by the principals, especially William Haines as Brown, and good location work at Cambridge with some fine action footage in the climactic Harvard/Yale football game -- but the story must have seemed a hoary chestnut even in 1926. Obnoxious, self-centered and charismatic guy goes to school and gets put in his place, becoming in the process a caring, self-sacrificing friend; I doubt people in 1926 found much that was really exciting in the last few reels, the predictability factor is high. Still, it starts out very well, and is certainly deserving of being remembered, if not praised to the heavens. Maybe the previous 350 voters are mostly Harvard men...<br /><br />EDIT Now 600+ voters and the score has actually climbed to 9.2! Seriously, folks, there is ballot-stuffing going on here - I defy anybody to explain why this is a better film than ""Metropolis"" or ""The General""!",Positive
"JP3 lacks the Spielberg touch. It's an all-out assault on the senses featuring ""in your face"" dinosaurs. Watching this film was a bit like a roller coaster ride from hell. <br /><br />The script is lame; it simultaneously asks and then leaves too many questions unanswered. Also, we don't really get to appreciate the humans in the film for all they're worth. For example, William H. Macy is too great a talent to have to compete with dino-thugs for our attention. And Laura Dern was especially sympathetic in JP1; in this film, she's barely a blip on the radar screen.<br /><br />The whole JP3 experience was t o o m u c h. Too much noise, too many surprises, too many characters dying off, too much predictable, gratuitous violence. <br /><br />Word to the wise: vote yourself off this island.<br /><br />(I rated it a 3 for special effects; I took off the other 7 points for having absolutely no originality.)",Negative
I would rather have someone cut out my eyeballs with a razor blade than have to watch this movie again. I watched it from start to end thinking it couldn't get any worse....BUT IT DID. The writers and producers should be slapped for putting this kind of crap on television. The actors are ALL terrible. Get out of Hollywood you fools and go work at McDonalds sweeping the floors and emptying the trash. Anyone that thinks this movie is even remotely decent should be hung. They are an embarrassment to humanity. To think we have soldiers putting their lives on the line for anyone that produces this kind of inane garbage. Makes me embarrassed to say I'm an American.,Negative
"This is my third comment here attempting to connect two legendary movie comedy teams: Laurel & Hardy and Abbott & Costello. The connection here is the year 1940. That's the date that the former had their last movie from their longtime home studio of Hal Roach. I'll mention the significance of the latter later on. Besides being the last time Stan and Ollie worked at the Lot of Fun, it's also the final time they would appear with such familiar supporting players like Charlie Hall and James Finlayson who appeared in most of their films. It's also the last time Art Lloyd would serve as their cameraman and Marvin Hatley-who composed their theme song which would be known as ""The Cuckoo Song (Dance of the Cuckoos)""-their score. And it would be the very last time Stan Laurel would be allowed to exercise complete creative control over what goes on film. If there is a more gag-laden structure than usual in this L & H film, it's nice to know most of those gags are indeed funny. That includes most of the sound and visual effects, the latter provided by longtime Roach staffer Roy Seawright. In this one, Ollie has ""hornophobia"" from working at a noisy horn factory so Dr. Finlayson prescribes going out to sea for his rest. Ollie doesn't like to go boating so Stan suggests they just rent one that's docked so they wouldn't have to go anywhere. After they find one they like, we find out that convict Nick Grainger (Richard Cramer) has just escaped...I'll stop there and say this was as good a finale for L & H's longtime home as one could hope for. It's hilarious mostly from beginning to end and knowing this would be their last for the man partly responsible for their teaming is indeed poignant when one thinks of it. Oh, and I have a couple more lasts to mention: it's the final film appearance of both Harry Bernard, who plays a harbor patrolman after years of encountering Stan and Ollie as a policeman, and that of Ben Turpin, the cross-eyed comic who was born in New Orleans which is a couple of hours away from my current hometown of Baton Rouge, whose second L & H appearance this was having previously ""married"" the boys in Our Wife. The latter performer especially has a genuine comic moment. All right, I mentioned 1940 being the year Stan and Ollie had their last movie released from Hal Roach Studios. It was also the first year that a comedy team, both born in the state of New Jersey, would make their first picture at what would be their home studio, Universal. The director of that movie would be the same one that guided L & H in The Flying Deuces the previous year. His name was A. Edward Sutherland. P.S. It was during this filming that script supervisor Virginia Lucille Jones had an accident involving a rolled-up carpet. That incident caused Oliver ""Babe"" Hardy to send her roses to her hospital room. They fell in love and married on March 7, 1940. It lasted until Babe's death in 1957.",Positive
"Wow, What a wonderful film-making! Mr. Im has done it, again!<br /><br />His last work, ChunHayang (2000) was a great film, but this one is even greater. Selected as an official feature film in the Canne Festival for the second time in a two-year row, this 66 years old director is getting better and better at what he is making of with a Korean culture.<br /><br />Simply, Chihwaseon is about a great Korean painter, '(Ohwon) JANG, Seung-Up' who was considered as a prodigy in the late Nineteenth century. The basic story of this film tells the life of Jang, Seung-up, and the historical background of his time. He was an orphan, but in his teens, he was picked up by a noble man, called, Kim, Byung-Moon. This Mr.Kim becomes a mentor of Jang as well as life-long friendship, and continues to support his great talent that he knew in the first place. With Jang's great effort and natural talent, his fame grows faster and faster as the strength of his country, Korea falls down.<br /><br />Jang's personality portrayed in the film is very complicated, and one of the best actors in Korea, Choi, Min-sik goes deep inside of Jang's soul. Suffering eyes reveal the struggle of a great artist's life. He is very serious sometimes, but all of sudden, he changes to a wild maniac. He drinks like an alcoholic, and sleeps with courtesans anytime. Even, he said in the movie, ""without an alcohol and a woman, I can't draw. (An alcohol and women are my only inspirations)"" In the peak of the fame, to develope his own style, he travels all around the country, and never gives up his pride as an artist for the authority or money. I don't want to give out every details, but I think you surely did get some ideas about the film.<br /><br />The most amazing thing about this film is a cinematography. It is just so breath-taking how they captured every beauty of landscapes. Yes, each scene is like a work of Jang's painting. And the script is perfect, too. It mainly deals a deeper meaning of what makes a true artist. For example, Kim advices to Jang in the movie that 'before one holds a paintbrush, one has to set an aim in life'. This is very moving and inspiring line, and there are many more.<br /><br />Go See this Film if you are going to be in the Canne Festival.<br /><br />Chihwasun will be the greatest film ever made that deals with the life of a painter in film history.",Positive
"Dennis Hopper and JT Walsh steal the show here. Cage and Boyle are fine, but what gives this neo-noir its juice is Hopper's creepy, violent character and JT Walsh's sneakiness.<br /><br />A drifter gets mistaken for a hit-man, and tries to make a little dough out of it, but gets in over his head.<br /><br />I found a strange parallel in the opening scene of this movie, when Cage walks into a trailer in Wyoming to get drilling work, with the help of his buddy...and the opening scene in Brokeback Mountain, when the character does the same thing! But that's another story.<br /><br />Dennis Hopper is at his best here...cocky, one-step-ahead villainous, seething and explosively violent. JT Walsh (RIP) is also great as the man with a dark past, trying to live legitimately (well, almost).<br /><br />There are only 4 real characters of note here, with the exception of the hard-working deputy in the town of Red Rock, Wyoming. The first twist hits early on, and from there it's a nice neo-noir adventure in some sleepy little town. Satisfying. 8 pts.",Positive
"This is one of my all time favorites. It is so simple and sweet - definitely a chick flick romantic comedy. I really like a film full of good quotes and this has it... one of my favorites is when Albert Einstein says to Ed Walters ""Are you thinking what I'm thinking"" and Ed says ""Now what are the odds of that happening!"" In my opinion, a film is fabulous if you can watch it again and again and get the same amount of enjoyment out of it, and with this one, you can!! I also really enjoyed Walter M.s way of portraying Einstein. I think all the characters fit together really well and the story flows nicely. There are so many times that I find myself smiling right along with the film and quoting my favorite lines as I watch it! I would recommend this movie to anyone who has a heart and enjoys a feel-good romantic comedy now and then!",Positive
"Oooooh man was I pleased I didn't miss this. I wanted to post this review as this episode in particular does what a certain recent movie did not. It pays true homage to the game DOOM. Its plot is different yes, and the characters are obviously set in an entirely different universe (obviously the doctor who universe) however the feel, the pace, the references and the location are perfect. And for all original Doom fans listen out for the door opening and closing sound effect, it was the icing on the cake for me.<br /><br />Please all doctor who and Doom fans alike, check this one out. its a gem!",Positive
"A good film with--for its time--an intense, sprawling, rather dark story somewhat reminiscent of John Ford's ""The Searchers"" though not so brutal. The story starts fast and doesn't let up, with several scenes of really good dialog between (Stewart's) Jeff Webster, Ronda Castle and Sheriff Gannon. This film is in some ways reminiscent of ""Bend of the River"" (1952), also a Mann-Stewart work, but I found it far less sentimental and more interesting. There are a few caveats: a too-quickly wrapped up (and rather sentimental) ending; 24-year-old Corrine Calvert is not very convincing as a naive French teenager, and of course the film takes place in the Mythic West, a land of fable where the real laws of nations and physics don't apply. But these are trivial concerns. James Stewart is surprisingly good as a dark, disengaged man who thinks he cares for no one but himself, and the mountain scenery can't be beat. A fine Western costume drama.",Positive
"Jean Claude Van Damme's movie career seems to have gone to hell in a handcart so how ironic to see him playing a character who meets the same fate in a literal manner at the very start of the movie ! It's also interesting to note how very , very similar the plots of his movies play out regardless of who the producer , director or screenwriter are . Van Damme usually plays a character who is living in France then due to a set of circumstances finds himself in another part of the globe where he has a brother who dies and it's up to Van Damme to get revenge helped by a character he's just met . Look at AWOL or LEGOINAIRRE or many other films that feature the headline "" Starring Jean Claude Van Damme "" and they all feature nearly the same type of story structure . This doesn't mean they're identical of course , just very similar and if you've seen one Van Damme movie you've basically seen them all . It's the same with MAXIMUM RISK",Negative
