Text,Review-sentiment,Review-basic-sentiment
"I bought this to put into a wifi enabled USB flash drive. It works fine. I can get my entire CD collection on it, which was my goal.",Strongly Positive,Positive
Fast and safe very good quality and has an excellent performaceA bit expensive comparing to other models in the store,Positive,Positive
"Can't comment on reading speeds, but my flac audio files run smoothly on Sansa. Sandisk have never failed, in other cards so I assume this will hold up to that, if not, I'll update.",Strongly Positive,Positive
Does what is suppose to do. Good price. The delivery and shipong was fast. This isy third piece. I use it for my dash- car cameras.,Positive,Positive
"excellent product, very fast and lots of space.. I am using at Samsung galaxy S3, there are no issues, ..recommended..",Strongly Positive,Positive
Bought this for my wife to be able to record tv programs on her phone so she can hand it over to the baby while in the car and starts to get fussy.  This thing holds a lot.  The phone takes a little longer to start up since it has to open up all her media but not by much.  Great!,Strongly Positive,Positive
I use this primarily to store music and photos on my SD card. The camera writes to the card directly and I notice no difference in speed. I haven't had any formatting issues. First thing I did when I popped this into my phone was format it using the built-in option under &#34;Settings.&#34; It has worked flawlessly for over a month.,Strongly Positive,Positive
"Really good deal, definitely a good way to save money  buying an item with less memory and buying one of these is a lot cheaper",Strongly Positive,Positive
I bought one for my GoPro last year and ended up putting it in my tablet last week. Ordered another one for the GoPro. After the trip next week it will go in my phone. Guess I'll need another one for the next trip.,Positive,Positive
This is just what my S4 wanted! I have so many songs to take around with me that I had to get a bigger card and this one is great! No memory issues any time soon!,Positive,Positive
Adds extra storage to my phone flawlessly. The UHS1 means its really fast speed too. Highly recommend to get one of these for any phone/tablet that can take one!,Strongly Positive,Positive
"Pros:small,compact32 gbHCcons:none so farThis unit does what any micro sd card should do and does it quickly.  I bought this for my son's android tablet for memory extension and he can run apps directly from the sd card with no problems.",Strongly Positive,Positive
The micro card is excellent for its intended purpose. I bought several and have had no problems with them. That I don't like having to deal with cards of this size has absolutely no bearing on its performance or its rating. (I have never used them with their adapters and so cannot comment.),Strongly Positive,Positive
"I saw the difference between this and another of 4gb that came with my digital camera, it's really faster than the other.Now I'm using it in my smartphone without any problems so far.",Strongly Positive,Positive
"Holds lots of video memory. Small, compact and convenience for travel. Due to the small size need to remember where you place it.",Positive,Positive
I can't complain. The memory card does its job. I recieved the memory card very quickly and I have not had any issues with the card as of yet.,Strongly Positive,Positive
I only buy thru Amazon I've tried eBay and you always come thru and I got messed over four times and no real recourse you just lose and PayPal is nobodies pal. And these no more rack are terrible and all these others take my advise stick with the one that has always came thru every time for me. Amazon and only Amazon . H.Rhodes,Strongly Positive,Positive
only works with cameras having a remote screw. Works well with Fuji X2. Red even makes it just fine but would like black.,Strongly Positive,Positive
does what is was designed,Strongly Positive,Positive
"This is a nice storage device, works well and comes with a standard size sd card adapter. Worth purchasing.Austin",Strongly Positive,Positive
I got this to use in my GoPro Hero 3+ and it fit and worked well. Since that camera did not come with a micro SD i was forced to find one and i choose this one because it was the cheapest i could find at the time. This made me a little weary of the product but after receiving and using it i have no complaints. It stores and preview the pictures/videos to the highest resolution and HD quality i had to preview them on. I looked at the pictures and videos on my 60 inch TV and it was like watching HD TV.,Strongly Positive,Positive
Comore esta memorka para completar mi nueva samsunb galaxy tab y funciono muy bien...ahora tengo 48 gb de memoria para alamcenar info.,Positive,Positive
"I use it on my SAMSUNG GALAXY S3, it works great... more space to save all my documents, pictures and more :)",Strongly Positive,Positive
"Get just about you want in it, plenty of space to keep your best shots and memories.  It's the best and the price is very reasonable.",Strongly Positive,Positive
"This is necessary because you need space storage in your phone, and with this microsd card i have 64GB its perfect",Strongly Positive,Positive
"This card is fast, works really well with my S3 and prepare to last. The app is good not the best but it gives you the option to back up your phone",Strongly Positive,Positive
"use it on my phone and have some apps installed don it and the speed is great, havent had any issues with the brand before and noe still today!!!",Strongly Positive,Positive
"I have two of these, one for each of our smartphones and they work great. Ultras far surpass the basic microSDs",Strongly Positive,Positive
The SanDisk Ultra 32 Gb microSDHC memory card is a good value for the money.  It doubles the memory of my new Samsung Galaxy S3 and there is no perceptible delay between access to the card and built-in memory.,Strongly Positive,Positive
"Class 10 SD cards are certified for certain high demanding applications like cameras. We use a pair of these in our HTC One cell phones, and have had fantastic luck with them.",Strongly Positive,Positive
"I got the 64gb card in and i just placed it in the sony cyber tx66 camera and and it ran it's preparation program for 2 seconds, and low and behold, it works perfectly. after shooting and taking hd movie and highest res pictures i used sony software download and it recognized the card at about 59.8GB. this camera could probably take the 128 micro card",Strongly Positive,Positive
"the best quality there is in memories is super fast, wonderful and cantiad of gigas is very good, the best brand and speed",Strongly Positive,Positive
Using it in my LG smartphone and they recommended this speed memory card.  So I ordered it and it booted and went into service with no problem.  No reason to think I will have a problem.,Strongly Positive,Positive
Can't beat the price.,Strongly Positive,Positive
"got the easy to open package the card worked first time, the Samsung pad recognized it, these cards are a bit expensive though.",Positive,Positive
I'm finding more and more electronics are using micro SD cards.So I'm stocking up. Good buy for the price.,Positive,Positive
I have always been satisfied with sandisk products this memory card did not disappoint with it's fast reading and writing ability Sandisk has done it again.,Strongly Positive,Positive
"Works like a dream with my S3 smartphone, used for camera pics storage, videos and music; really enhances the capability and flexibility of any device with the slot.",Strongly Positive,Positive
These are fantastic for laptops and tablets. I put all my music onto two cards and have all my music with me when I travel.,Strongly Positive,Positive
"Not too much to say about the card, other than it works well in my Samsung Galaxy S4.  The price was great for such large storage and I believe you will be very happy with your purchase.",Strongly Positive,Positive
The SD card adapter came in handy and we were able to use the card in my father-in-law's Nikon D3200.,Neutral,Neutral
I bought one but it died on my galaxy s4 but i sent it in to sand disk and they sent a brand new one.,Negative,Negative
Bought 2 of these absolutely no issues,Positive,Positive
"This card does exactly what it should.  Class-10 performance at a fair price in a MicroSD format.  It should be faster though, and in fact there are options out there now at a nominally higher price that do, including the &#34;extreme&#34; versions from the same vendor.",Neutral,Neutral
Its amazing the amount of storage we are putting in micro chips these days.  I use this for my dive camera taking videos and pictures.  The chip hasn't let me down yet and no errors.,Positive,Positive
"I use this in my Samsung Galaxy S5 to store my photos, videos, and other data. Stores and retrieves quickly and greatly expands the capacity of my phone.",Strongly Positive,Positive
"this is probably the Nth memory card I've bought from sandisk, and so far I'm still very happy. r/w speeds are decent and none have given me any troubles.",Strongly Positive,Positive
Works great on my Galaxy S3.  I have not had any issues with it in about a year of ownership.,Strongly Positive,Positive
"The only thing better doesn't exist yet, just be sure to get the U1 marked model as others are slower bins.",Positive,Positive
Works Ultra great. No complaints. I got the retail package.,Strongly Positive,Positive
"My computer couldn't tell the difference, or at least not noticeable to me. I needed the extra space. Thanks for having a great product with a great price!",Strongly Positive,Positive
"I trust these.  Got it long ago and it is still going strong.  Any large size storage needs to be reliable, If I buy the one or two gig cards I would just get the cheapest no name brand but for anything larger I get these.",Strongly Positive,Positive
I have been looking for a 64GB memory card and I found one at our local electronics store but it was over $100.  I logged onto Amazon.com and found this at a great price.  Why pay more when you can come to Amazon and get it for less.,Strongly Positive,Positive
First of all Amazon has shipped the mobile version of this card. It is different that what was listed on the page. There goes a star for incorrect shipping. And the item has stopped working after a week in my Surface tablet.,Strongly Negative,Negative
This product works as advertised.  The 64 GB card allows you to store Video and stills without having to change cards between uses.  I love it.,Strongly Positive,Positive
This product works fast and is very reliable. The capacity is huge. I use it in my tablet and in my phone and can carry lots of pictures and videos. Highly recommended.,Strongly Positive,Positive
"After buying the SanDisk Ultra no other card speeds will do.  Whether watching videos, playing music or transferring files over ftp, this card handles it very well.",Strongly Positive,Positive
"I purchased new Samsung Galaxy S4 phones for my wife and me. We wanted to be able to take pictures and family event videos without constantly worrying about not having space on the phones. The cameras on the Galaxy S4 are wonderful, but that means bigger files too. These &#34;SanDisk Ultra 64 GB MicroSDXC Class 10 UHS-1 Memory Card&#34; are fast and we have not even begun to fill them up.",Strongly Positive,Positive
"I use this with my Samsung Galaxy Player 4.2. Never had any issues, product works as described. I've been using it for almost a year and have almost used up all the space on it. I've never used the adapter with anything so I can't comment on that.",Strongly Positive,Positive
"Tha memory card works great, i havent had any problem with it, i recommend it for a gopro H3 camera",Strongly Positive,Positive
"SanDisk is all I use. These are the backup microSDXCs for my two pro Canon cameras. They always work, never had one fail, and will store thousands of JPEGS on this card. I shoot in RAW on my CF card but simultaneously have a JPEG backup onto this card. I've never filled one even though I shoot thousands of photos on photo shoots.",Strongly Positive,Positive
"works well with my hero3 black gopro.its not on the approved micro SD HC card list from gopro, but it should. works great and low cost - cant beat it.",Positive,Positive
"this did not last very long. Would not work in any of my mobile devices. I tried it in 4 different ones and the only place it now works is in my desktop in the adapter sleeve. Not much use there, since i already have 2 TB",Strongly Negative,Negative
This MicroSDXC fits great in my Surface Pro tablet and provides all the storage I might need for now and can be replaced with another one if my business vs personal storage need grows too large but 64 GB is plenty of space. The Class 10 is also fast and smooth.,Strongly Positive,Positive
"My camera required it, the brand has a good history, my experience with the brand over years has been very good, the price was ok, buying via Amazon is the easiest, least aerobic way to go.  I've not found cards much cheaper from other brands and personally like to stick with those with which I have good experience.",Positive,Positive
This is a great up grade for me. I use it for my tablet and it gives me lots of extra storage. I would recommend to anyone.,Strongly Positive,Positive
Works exactly like it is supposed to. I can't wait however for a 128 GB card to come out and blow this out of the water.,Positive,Positive
"I am very pleased with this memory card, I use it in a dash cam in my car. The quality of videos turn out great and I have no compatibility issues with any equipment I may use for playback.",Strongly Positive,Positive
"Excellent speed and of course storage. No problem whatever with my HTC M8. Insert card, point music, photos, and apps to the SD. I see no issues at all.",Strongly Positive,Positive
"Nice Item and I have ordered several for my smartphone, tablets and so far they work great so if you need more space order",Strongly Positive,Positive
It works great in a 7&#34; Andoid tablet.  May switch it to my GoPro for the additional memory.  I will have to see if it downloads fast enought,Strongly Positive,Positive
"However, SanDisk replaced it and didn't charge for shipping.  So I guess I'll wait and see how long this one lasts.",Neutral,Neutral
"These days, who doesn't need plenty of storage to move your apps, photos and other stuff to keep your phone running smoothly? Great price with no chance running out if space for a long time.",Strongly Positive,Positive
Fast as it gets. Even in my phone this thing rocks! In a camera you can almost slow down time itself.,Strongly Positive,Positive
"Puchased this card right after I received my Samsung Galaxy S III. Truly found this to be quicker than any other class 10 card I've owned. The cost on Amazon was far less than I've seen anywhere else. If ""you're"" looking for this type of product, then this is the one for you...IMHO of course.",Strongly Positive,Positive
"Put this in my Samsung Active phone, works great.  My first chip started acting up so I needed to put in a new memory card.  Works just as fast as the on board memory, loads photos, videos, music really fast.",Positive,Positive
"This is a really small card, but it holds the data and does the job.  It comes with an adapter allowing the card to be used in a laptop or card reader.  It has worked well for me so far and has my recommendation.",Strongly Positive,Positive
"I bought this for my wife's tablet computer.  It has worked perfectly so for and I have no reason to believe it won't continue that way. SanDisk makes very good products.  I've used their products for many years and nothing has ever failed - high performance, fair pricing and great reliability.",Strongly Positive,Positive
"These are genuine Sandisk memory cards, but from a defective batch.  I lost all of my photos and videos taken on my phone over the last two years because the card had a catastrophic failure.  SanDisk reps informed me the batch was bad and they were aware of the problem.",Strongly Negative,Negative
Lighting fast card and very well priced. came with backup software that allows your phone to be backed up to either a cloud service or to the sd card.,Strongly Positive,Positive
I bought 3 when they were on sale but I did buy 1 prior to the sell. I use it in my go pro and it works great. (I can't compare to others tho because this is the only memory card I've used before),Strongly Positive,Positive
Works well for the Galaxy S3 and provides additional space for pictures and music. It was exactly what I expected it to be.,Strongly Positive,Positive
"Popped this into my Nvidia shield for extra storage. It was recognized instantly and was easy to transfer files over.I haven't had it for too long to comment about failures in some of the reviews, but will update accordingly. So far recommended!",Strongly Positive,Positive
Comes with adaptor and case so it'll work well as a regular sd card or micro sd. Works great! Affordable price.,Strongly Positive,Positive
Card is well constructed and delivers the wright speeds that it promises. Works great in my Nokia Lumina 822 running WP8.,Strongly Positive,Positive
"This was a great deal and now I have plenty of storage space for my phone.I can store my ringtones, hundreds of songs and at least 6 movies.This is also the  new micro-SDXC Card which is designed for high speed transfer.",Strongly Positive,Positive
I got this memory card for my daughter's Samsung compact camera so she could store and save many pics which it holds thousands.,Strongly Positive,Positive
"8 gb card works fine in the device, but this 32 gb card will unmount when moving or copying large amounts of data.Never tried reformatting or in-depth troubleshooting, but I expect products from a reputable company like SanDisk to just work.",Negative,Negative
I have seen and purchased these at lower prices so I was disappointed on the cost but I needed them pretty quickly and I knew Sandisc's are good SD cards.,Negative,Negative
"Nothing beats class 10 SDHC, I would highly recommend for anyone that requires memory, especially for this low price. There is nothing better.",Strongly Positive,Positive
"I use this card to back up some of the files, that I have on my work computer (at home).  and be able to use them on my laptop computer",Neutral,Neutral
"I ordered it for my phone to store more music and pictures.  When I first installed it my phone kept resetting until I removed it, cleaned the contacts, and reinstalled it. Everything has been fine since.",Positive,Positive
I needed a micro SD card with more storage for my phone.  This was a good price for a lot of space.,Strongly Positive,Positive
"Great buy, works fine - very happy with it.",Strongly Positive,Positive
"I bought this for my gopro Hero 3, it works good it stores about 4 hours of high resolution 1440. The best to go.",Strongly Positive,Positive
I have a program that allows me to condense the movies I own into about 1GB size. I transferred them to this card and am able to watch movies on my Samsung tablet. I also have music and home movies on there. When my husband had surgery recently and waited for hours in the waiting room. I watched funny movies and family movies. It took my mind off things and the time sped by.,Strongly Positive,Positive
got for my Cell Phone and this card works nice and fast on my cell phone as well as on my pc to load it.,Strongly Positive,Positive
"The SanDisk Ultra is a very high quality micro sd card. I have bought several and have never had an issue with any of them, which I can't say about less expensive cards. If you need a card for your smart phone or tablet, this is it, just make sure not to get a bigger capacity card than your device can use.",Strongly Positive,Positive
Perfect for my Galaxy Note 2 and the price is very good. This memory card does not stall or you do not have to wait for it to load like other cards do.,Strongly Positive,Positive
Sandisk has the name but in my experience the quality and speed is not there. My lexar lasted longer and outperformed this chip.,Strongly Negative,Negative
I purchased this memory card to expand the storage on my Samsung Galaxy Note 2. After installation my Note 2 recognized the card and I've been using it to store images and music without any issues.,Positive,Positive
This might be my 3rd 32 GB disk that I buy from scanDisk.They work for few months and then NOTHING...My tablet wont detect them anymore... my computer wouldn't either.Quite disappointing.,Negative,Negative
My wife loved it and me too because she take all the pictures and movies that want make and I don't need all the time ti pick out from the tablete.,Strongly Positive,Positive
Got this for my Samsung NOTE 2 - best investment ever!!  Plenty of room now!  Not a lot of lag time and does have almost the full 64 gbs available.,Strongly Positive,Positive
Currently using it for my Samsung Galaxy S3. It's very fast when transferring files in and out. No complaints so far.,Strongly Positive,Positive
"i have a Samsung Galaxy S3 phone and the microSD works great with my phone, it gives me the memory that i need to store videos and photos instead  of using the memory from my phone",Strongly Positive,Positive
"I bought this for my girfriend and she is happy with it, she is not very data demanding as I am, I bought the 64 bit Extreme model.It works fine, not even needed to format it.",Strongly Positive,Positive
Good pair of micro sd card that i bought for my m4/3 camera and phone. Have been using it with my Olympus OMD ME5 camera for a while and before that a Sony Nex 5N and my Samsung Galaxy Note 2. No issues so far and the price is just right.,Strongly Positive,Positive
Works GREAT on the Dell Venue 11 Pro tablet. I now have double the space.  Can store over 50 full length movies.,Strongly Positive,Positive
"Got this to go with my little E-Prance dash cam.  Had to reformat it to work with camera, but works fine now.  Cost half as much as camera.",Strongly Positive,Positive
"I formatted it when I got it, put it in my device and it has worked fine.  Videos played on my tablet from it play fine and its write speed seems okay to me.",Positive,Positive
"i always buy sandisk because of their reputation, they make a great product and have never had any problems with these sd cards.",Strongly Positive,Positive
"I am very happy with this SanDisk, if anyone is looking for a goodly amount of storage, get this one.",Strongly Positive,Positive
I purchased this card to work with my gopro and I have no complaints. I does not lag on 1080p 60fps or when I do a 10 photo burst. Great product and an even better price,Strongly Positive,Positive
Its just an SD card. works as good as any other. I don't know what else to say about it.,Positive,Positive
"I ordered this for my son and he loves it. More memory space than the one I have of 32. I plan on getting another one for me because I love to download a lot of videos, music, and take pictures",Strongly Positive,Positive
"16gb is a good amount for what I use it for and SanDisk is #1 fir sd cards, I'm satisfied.",Positive,Positive
"very fast and reliable, couldnt ask for a better product from a better company. unless you have a electronics lab in your home i dont think you could possible come up with such a beast.",Strongly Positive,Positive
"FAST data transfer! This is the standard, the measuring stick for a great 32 GB micro SD card- you will not regret getting the brand name instead of getting the cheapos.",Strongly Positive,Positive
So far so good works as described and on my LG Motion 4g android smartphone.  Speed is pretty good too even though it reverts back to class 10 on this phone.,Positive,Positive
"A month and a half after purchase...  My device powered off while the card was in use (batteries ran out).  Since then, doesn't work.  The device doesn't recognize it.  Doesn't respond to recovery, reformatting, partitioning... nothing.  I've used EaseUS, ZAR, HP USB Disk Format, and a couple others.  No dice.  Nothing can read it or fix it.",Strongly Negative,Negative
This is a wonderful product.  I have over 100 movies on my phone not including audio.  And I still have 30gb left.  This is absolutely wonderful.,Strongly Positive,Positive
"I added the memory card to my Galaxy S4 so that it can hold lots of music, videos, and have room to grow.  I mistakenly thought that it would allow me to store additional applications, but I was mistaken.",Positive,Positive
I wanted a fast 64 GB microSD card for my Evo LTE and this one fit the bill.  I grabbed it on sale and it's worked great without any issues.Speed benchmarks fall into the proper range for a class 10.,Strongly Positive,Positive
"Only 29.7gb of usable storage.Arrived 20th of June, no problems so far.Crystal disk mark:SEQRead 19.1, Write 9.3512KRead 19.2, Write 0.74KRead 3.5,  Write 1.2",Positive,Positive
"I recommend anybody to get the 64gb Scandisk Ultra from Amazon, if you are looking to expand your tablet or any device memory. This product was delivered on-time with simple to open packaging. Inserted into my Windows 8 tablet and was able to save, edit, and so on with no problem.",Strongly Positive,Positive
I just added about 35% more space to my windows surface pro with this little gem. (64Gb).  It worked seamlessly.,Strongly Positive,Positive
"Large storage, perfect for tablets (using it on Asus T100, after maxing out 64GB very quickly), but maybe too slow comparing to SSD, as it's the first memory of this kind to reach the microSD format, that's an acceptable tradeoff.",Positive,Positive
Bought this to download more songs and music from spotify for my phone. Totally worth having the extra space since spotify won't save songs to your phones internal storage.,Strongly Positive,Positive
"I'm using this with my Samsung Galaxy S3 to expand the built-in 16 GB memory. My modest music collection uses about 10 GB, so I needed this micro SDHC card for a little more breathing room. I went with 32 GB which should last me for the life of the phone. I've been using it for a month with no problems. If your phone supports micro SDHC memory expansion, this is the one for you to get.",Strongly Positive,Positive
"Received two today and they have ""Made in China"" imprinted on them.  Although they were detected and formatted fine to capacity in both Samsung phone and tablet, lets see if they hold up and not suffer premature death like many have reported.  Thinking I should've gone with ""Made in Korea"" Samsung SD cards instead if they had 64GB size.Update: Bought two 12/2012 and one year later with very light use one of the cards started locking up the phone with ""wait or close"" prompt when deleting files off of it.  Should've gone with Made in South Korea Samsung card.  Sandisk is garbage these days.",Strongly Negative,Negative
"very small size and huge capacity.Just what I was expecting to my cell phone.Also, I can use the adapter to download the information directly to my computer.",Strongly Positive,Positive
My T100 Transformer read the card immediately. Nice and compact storage solution. Does the job and you won't be disappointed.,Positive,Positive
I bought this for my GoPro and so far it's worked without problems (the gopro runs out of batteries before I can fill this up).,Strongly Positive,Positive
"This is fantastic, its fast and bundle of space.I have been using this for 2 years already and still going strong. I store all my pictures and video on here taken by my phones.This is a must buy for your phone!",Strongly Positive,Positive
Got this for my son gopro and it works perfect he is able to record and take still video and pictures and the quality on playback is very good. a would recommend and buy this product again.,Strongly Positive,Positive
Great card. Works with my gopro and Canon 1D,Strongly Positive,Positive
This card is of excellent quality and it does exactly what it should do.I use SanDisk almost exclusively and I've never been let down by one yet.,Strongly Positive,Positive
Does all it should without any notable negatives. What more could I ask?I would buy more as I need memory.,Strongly Positive,Positive
"Bought this for my Samsung Galaxy Note 2.  Has not blipped once. Movies, music, etc. Do not hesitate to buy this.",Strongly Positive,Positive
dont even bother to try - will not show up in finder and will not show up if placed on any reader,Strongly Negative,Negative
"Good product that is working well, was packaged well and delivered as promised. It was a birthday gift for my sons laptop",Strongly Positive,Positive
"Bought this for my ASUS TF700T Transformer tablet. No issues whatsoever. GREAT having 64GB internal plu, now, an additional 64GB in SD.",Strongly Positive,Positive
after 4 months it stopped working i got a new one form SanDisk but I'm very apprehensive to put it on my phone.,Negative,Negative
"This memory card works on my Motorola Droid RAZR M! Even though my phone's &#34;information guide&#34; says it is only compatible with a 32GB memory card.  Once formatted, it works great.  So worth not spending the extra money just to get a phone with a ton of built in internal memory.",Strongly Positive,Positive
"A truly great value, not nearly as expensive as I thought it would be. Lots of memory and good speed as well.",Strongly Positive,Positive
"And it got stuck in the adapter they sent with it, had to break that open.  It fit in another adapter though",Negative,Negative
"I love this card. It is fast...... and enough space to hold more than I will use. I can put movies on there with plenty of space for music, pictures, ect.",Strongly Positive,Positive
"What else can I say? It is SanDisk memory card, which I use almost exclusively because I have never had a problem with any SanDisk product I have owned. Consistent high quality products that work as advertised.",Strongly Positive,Positive
"This is a 32gb memory card. Works right out of the case, Does exactly what the description says. Very fast Read/Write speeds. I recommend this to anyone (I am currently using this on my Samsung Galaxy Note 2 and Samsung Galaxy Tab 2 7.0",Neutral,Neutral
I bought this memory card to be used in my GoPro Hero3 Black.  I couldn't believe how small the card is!  SanDisk isn't kidding when they say &#34;Micro&#34;.  I've taken photos and videos all over California and its worked without issue.  Definitely worth the investment!,Strongly Positive,Positive
"I love SanDisk storage and got this for my tablet's MicroSD slot -- it works flawlessly and doubled my tablet's storage with no fuss. The performance has been snappy enough for my needs and I can copy things into and off of it very easily. Since ASUS tablets are known to slow down if their main storage gets too full, this is really useful for giving me a place to offload things to, like apps that I don't want to download again but want to keep on hand, media files, my ebook collection, more music, etc.",Strongly Positive,Positive
This is a terrific memory card! I use it with my go pro to capture 1080 video and its got ALOT of space!,Strongly Positive,Positive
SanDisk makes some of the best SD and Micro SD cards out there. This one is no exception :) :),Strongly Positive,Positive
What's to say?  It's fast and I have had no errors from it.  I mostly use it to hold music so I can use my phone as an MP3 player.,Positive,Positive
"I purchased this product to install in my Garmin GPS unit, since it was full and couldn't handle the new map updates. Easily and securely installed, this memory card promises to provide a long life to my GPS unit.",Strongly Positive,Positive
"Quick speeds and a ton of memory.If you have an expandable slot, get this.It was nice being able to store all my photos, videos, and music on my phone finally.",Strongly Positive,Positive
"Had no issues. The card and adapter worked as promised, and not all sad cards bought on Internet do. Good luck",Strongly Positive,Positive
"No issues in my little cell phones. works as advertised, priced well, no issues. not much more to say, but Amazon requires few more words ;)",Strongly Positive,Positive
I should have known better. Everyone is complaining about this memory card if you read reviews on specialized forums. Last time I buy anything from Sandisk.,Strongly Negative,Negative
I can always count on a good bargain on Amazon. Not only is the price good but their Prime program has saved me big time...,Strongly Positive,Positive
Great write speed and lots of space! I bought this for my Galaxy S3 and formatted to Fat32 and it works great!,Strongly Positive,Positive
"SanDisk is the only brand I use - I probably should have gotten a 64 gb as well; but prices keep falling, so I can't really lose.",Positive,Positive
"The Memory SanDisk Ultra 64GB Micro-SDXC Class 10 UHS it has been working really good and it is fast at loading my content i would really recommend this product to anyone that needs a memory card for their phones, tablets and more.",Strongly Positive,Positive
i don't get the class 10 stuff but the higher the number the better from what I have reseached.  I have it for my smart phone and works fine.,Strongly Positive,Positive
"I bought this for my wife's new SmartPhone, so that she should never run out of space for photographs, or at least it will take her a very long time ;-)  We'll see how long filling it takes once she gets going ;-)",Strongly Positive,Positive
"When purchasing a memory expansion for my electronic devices I typically purchase from SanDisk.  It is a trusted name and does what I need when I need to do it, like feeding the chickens or mowing the lawn, Sony and Ultra can't do that....",Strongly Positive,Positive
"This is the cat's meow.  And the best song from stage play &#34;Cats&#34; was &#34;Memories&#34;.  If you keep forgetting things, get more memory.  Just  remember to format it in your device before use.  (I think I forgot to format my  brain before use.)",Strongly Positive,Positive
"Large capacity, fast and functional.  San disk continues to provide the quality the public has come to expect.  I have never owned or had any problems with their storage line.",Strongly Positive,Positive
Ultra quick. You can take several pictures in sequence and this memory keeps it pace. Even at movies it shows its speed.,Strongly Positive,Positive
I purchased a couple of these for use with a new digital camera that also shoots 1080p video. This is a great product for that purpose. Fast transfers and I have had no hiccups in writing to the card.,Strongly Positive,Positive
"I got this for my new GoPro Hero3 Black edition and it has worked without a hitch.  Even in the highest setting I get over 2 hours of recording time, and the price per Gb was extremely reasonable.",Strongly Positive,Positive
My phone makes very high definition photos which makes a big size file. I do not transfer the files to the computer because I have plenty of space. Also it works faster than ever.,Strongly Positive,Positive
when i got it it was broken so i had to send it back... they sent me a new one immediately. i am so happy  cause my phone's internal capacity is 2 gigs... that's not much... -_-,Strongly Positive,Positive
"Major issues, bought FROM san disk but only worked briefly, now when I try to reformat it reports itself as a 30 meg removeable drive in both windows and macos--not sure if its defective or a mislabeled one--but got direct from amazon so just very disapointed. Will stick with transcend from now on I think.",Strongly Negative,Negative
"Comes with a lifetime warranty.  Had one fail once, sent it back to SanDisk, they sent me a new one!I have been using SanDisk for years.  That was the only time one ever failed!!!",Strongly Positive,Positive
"I using this micro sd on my Sony Xperia Z, It's running fast and has a lot of space, now I can store all my data on this card",Strongly Positive,Positive
What is there to be said it's storing data on my phone. I just got a Sony Experia Z1 and it has such a quick response time I can't even notice. When transferring large zip packs it may take 30 seconds for about a 1GB,Strongly Positive,Positive
"I am rating this product with 4 Stars, simply because I have yet to learn if my Samsung Galaxy Note II (purchased on 11/03/12) is causing &#34;defective&#34; and &#34;reformat&#34; messages to ocassionally appear on screen or this SanDisk Ultra 32 GB microSDHC Class 10 UHS-1 Memory Card 30MB/s with Adapter SDSDQUA-032G-U46A is culprit. However, I have yet to &#34;loose anything&#34; stored on this card. Otherwise, if the messages did not appear and/or I learn for sure it is a phone problem, I would rate this card with 5 Stars.",Neutral,Neutral
"I'm so happy that upgradable memory exists.  I get to listen to a plethora of podcasts, music, and instructional MP3s.  Thank you SanDisk!",Strongly Positive,Positive
"When your item arrives on time, in perfect condition and the price is good, what more can you say? This works great and no troubles.",Strongly Positive,Positive
"I have both a PAD and a phone. With one of these in each I can take the card out and read it directly on my computer. also if I wnat to load some pictures or movies, I just put them on the card and put it back in the PAD or phone. I don't need to subscribe to looney tunes or whatever they call it. I can just put on or take off what I want without a third party being involved. Very nice indeed.",Strongly Positive,Positive
"Bought two of these for me and my daughters Samsung Galaxy S3, and they store so much on them. I love my phone even more.",Strongly Positive,Positive
"There is not much to review other than how it works - so far it has been just as hoped.  The read/write time is very fast, and I have had no issues.  I am currently using in a camera and it give basically unlimited pics and video due to the size so is great when travelling.",Strongly Positive,Positive
16GB Kingston - class 4 - micro SD (Amazon '#1 Best Seller') = 4:30 @ about 5 MB/s16GB SanDisk Ultra - class 10 - micro SD = 2:15 @ about 10MB/sResults from my informal data transfer test. Copied a large 1.3GB video file to my two micro SD cards.This SanDisk Ultra takes about half the time to transfer data. Time is money and I'm happy with the results considering the current Amazon price is about $11 vs $14 for the SanDisk Ultra.,Strongly Positive,Positive
I bought this to add additional storage for my MP3 player.  I now have a ton of music and audio books on my MP3 player. It will take awhile to listen to all of it!,Strongly Positive,Positive
Good for the price and so far it is working just fine on my phone.  Finally I can now save pics taken from the camera and things I download.,Strongly Positive,Positive
"Will review, when I install and use. Product arrived on time. Appears  to be quality and what I need. Will review soon.",Neutral,Neutral
"It functions...it's a memory card, not sure what else to post. It works great and I haven't had any issues. Great price too.",Strongly Positive,Positive
AS ADVERTISED. 64GB HIGH TRANSFER SPEEDS AND oh yeah ANDROID FTW 9 8 7 6 5 4 3 2 1,Strongly Positive,Positive
"Pro:  Small, fast, and priced OK.  This is basically a class 10 card; file access is noticeably faster than a class 4 I was using before.Con:  not really noticed anything.",Positive,Positive
The product met my expectations (I expected it would go in my S3.) That's about all there is to say.,Neutral,Neutral
"I originally bought this for my digital SLR and it works the way it is supposed to. Since I didn't need capacity for over 7,000 pictures I put this in my Samsung tablet and got a 32 gb for the camera. If you need or just want 64 gb of memory this is the one to buy.",Strongly Positive,Positive
"No problem with getting card to fit, works fine, love extra storage. Recommend to anyone. 64GB plenty for file storage",Strongly Positive,Positive
"The memory card was exactly what I was looking for. It came on time, in fact it came early. Now I have upgraded the memory for my tablet and can download movies to take with me any time I need to.",Strongly Positive,Positive
